"region","tdate","country","discharging_port","delivery_mode","customer_name","customer_group","category","pid","pallets","branding","total_volume","volume_per_container","incoterm","status1","Status2","payment_terms","payment_terms_days","price","estimated_freight","estimated_fob","sales_order","od","supplier","transporter","inspection","shipping_line","shipped_via","loading_date_at_plant","quantity_removed_from_the_site","stuffing_date","real_freight","real_fob","blno","sequence_date","transit_time","bldate","net_quantity","clearance_date","userComment","type_tc","port_loading","freight_invoice","freight_invoice2","freight_invoice3","days_of_storage","storage_cost","days_of_storage2","storage_cost2","days_of_storage3","storage_cost3","jours_half","jours_1","jours_2","jours_3","ac_status","contract_id","contract_status","invoice","Payment_status"
"Local Market","2022-03-01","Greece","LAT KRABANG","Vessel","CPF (Thailand) Public Company Limited","GREEFOS","DCP","0","1 pallet per BB","Phosfeed","100","22","CFR","Delivery in progress","CONFIRMED","L/C","45","690","25","35","1634","624","SVN","GAMMA","Inspectorate","CMA CGM","SEALAND","2022-11-19","1320","2022-05-29","33","0","0","2022-05-17","60","2022-05-22","100","2022-09-23","","20'","CASABLANCA","116","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1383","Draft","18732","Not Paid\"
"Asia","2022-10-04","Morocco","LAGOS","Container","ESIFAR","CP Group","MDCP","0","1 pallet per BB","Phosfeed","4400","20","CFR","Deal concluded","CONFIRMED","L/C","60","690","30","0","1743","625","SVN","SEALAND","Inspectorate","CMA CGM","HAPAG LLOYD","2022-08-17","110","2022-05-29","40","33","0","2022-09-18","30","2022-09-23","550","2022-09-23","","40' Dry","","137986.14","0","0","0","84.91","0","0","0","0","0","1","0","0","Sent","1443","Signed Customer","18452","Paid\"
"Local Market","2022-10-05","Thailand","","Container","Vial/Vitafort","CP Group","MDCP","0","1 pallet per 2 BB","Phosfeed","1200","20","EXW","Finalized","CONFIRMED","Cable bank transfer","45","730","30","35","1772","626","IPSEN","SEALAND","Inspectorate","CMA CGM","MAERSK","2022-08-17","1320","2022-11-30","40","40","0","0000-00-00","30","0000-00-00","440","2022-12-25","","20'","CASABLANCA","137986.14","0","0","2","0","0","0","0","0","0","0","0","0","Sent","1982","Signed OCP","18732","Not Paid\"
"Europe","2022-07-03","Nigeria","BUENOS AIRES","Container","ESIFAR","ESIFAR","MDCP","0","1 pallet per 2 BB","Phosfeed","550","25","CFR","Deal concluded","CONFIRMED","Cable bank transfer","90","690","0","37","1435","627","ONCF","HAPAG LLOYD","Inspectorate","CMA CGM","SEALAND","2022-04-15","4840","2022-11-30","27","40","0","2022-12-20","15","2022-05-22","100","2022-09-23","","20'","JORF LASFAR","119178.58","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1383","Signed OCP","18452","Paid\"
"Americas","2022-04-02","Argentina","BUENOS AIRES","Container","ALF AMMAR","GREEFOS","DCP","0","1 pallet per 2 BB","Phosfeed","440","25","CFR","Delivery in progress","CONFIRMED","CAD","0","610","0","35","1743","628","SVN","HAPAG LLOYD","Inspectorate","HAPAG LLOYD","MAERSK","2022-04-15","484","2022-08-29","0","40","0","0000-00-00","30","2022-06-23","100","2022-12-25","","","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","3","0","0","0","Sent","1443","Signed OCP","18452","Not Paid\"
"Asia","2022-04-02","Thailand","BUENOS AIRES","Vessel","Vial/Vitafort","ESIFAR","DCP","0","1 pallet per 2 BB","Neutre","4400","20","CFR","Delivery in progress","CONFIRMED","L/C","90","610","25","35","1772","629","SVN","HAPAG LLOYD","Inspectorate","CMA CGM","SEALAND","2022-05-17","4840","0000-00-00","19","40","0","2022-06-18","15","2022-12-25","1200","2022-06-23","","20'","","137986.14","0","0","0","84.91","0","0","0","0","3","1","0","0","Sent","1982","Draft","19423","Paid\"
"Asia","2022-10-04","Greece","LAGOS","Truck","ALF AMMAR","CP Group","MDCP","0","1 pallet per BB","Phosfeed","440","20","CFR","Finalized","CONFIRMED","D/A","45","610","25","35","1743","630","IPSEN","GAMMA","Inspectorate","MAERSK","MAERSK","2022-08-17","110","2022-05-29","33","33","0","2022-05-17","0","2022-09-23","440","2022-09-23","","20'","","119178.58","0","0","2","0","0","0","0","0","3","0","0","0","Sent","1383","Signed Customer","18732","Paid\"
"Americas","2022-03-01","Morocco","LAT KRABANG","Container","ESIFAR","GREEFOS","MCP","0","1 pallet per BB","Phosfeed","440","20","CFR","Invoiced","CONFIRMED","CAD","45","730","25","37","1634","631","IPSEN","CMA CGM","Inspectorate","MAERSK","MAERSK","2022-11-19","605","2022-05-29","33","33","0","2022-05-17","15","2022-06-23","4434","2022-06-23","","20'","TANGER","119178.58","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1383","Draft","18452","Paid\"
"Local Market","2022-07-03","Greece","BUENOS AIRES","Vessel","ESIFAR","ALF AMMAR","MDCP","0","1 pallet per BB","Phosfeed","4400","25","CIF","Finalized","CONFIRMED","D/A","0","690","30","0","1634","632","ONCF","CMA CGM","Inspectorate","BDP","CMA CGM","2022-11-19","1320","2022-05-29","27","0","0","2022-06-18","60","2022-05-22","550","2022-12-25","","20'","CASABLANCA","0","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1443","Signed OCP","19423","Not Paid\"
"Africa","2022-10-05","Nigeria","","Container","GREEFOS","ESIFAR","DCP","0","1 pallet per BB","Phosfeed","440","25","CFR","Invoiced","CONFIRMED","CAD","15","780","25","37","1843","633","ONCF","CMA CGM","Inspectorate","HAPAG LLOYD","MAERSK","2022-11-18","1320","2022-04-27","33","36","0","0000-00-00","15","2022-09-23","4434","2022-05-22","","40' Dry","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1443","Signed OCP","19832","Paid\"
"Europe","2022-07-03","Thailand","THESSALONIKI","Vessel","ESIFAR","ALF AMMAR","MDCP","0","1 pallet per BB","Neutre","440","25","CIF","Deal concluded","CONFIRMED","Cable bank transfer","15","730","30","37","1743","634","SVN","GAMMA","Inspectorate","BDP","CMA CGM","2022-08-17","605","2022-04-27","19","36","0","2022-06-18","0","2022-09-23","4434","2022-12-25","","","TANGER","119178.58","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1398","Signed OCP","19423","Paid\"
"Americas","2022-04-02","Morocco","","Truck","CPF (Thailand) Public Company Limited","ALF AMMAR","MCP","0","1 pallet per 2 BB","Phosfeed","100","20","CFR","Delivery in progress","CONFIRMED","CAD","45","780","0","35","1772","635","IPSEN","HAPAG LLOYD","Inspectorate","CMA CGM","MAERSK","2022-04-15","1320","2022-08-29","0","40","237739812","2022-09-18","60","2022-09-23","1200","2022-06-23","","","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1383","Signed OCP","18668","Paid\"
"Local Market","2022-10-04","Thailand","LAT KRABANG","Vessel","GREEFOS","ESIFAR","MCP","0","1 pallet per BB","Phosfeed","1200","20","CFR","Invoiced","CONFIRMED","CAD","15","780","25","0","1772","636","ONCF","HAPAG LLOYD","Inspectorate","HAPAG LLOYD","CMA CGM","2022-08-17","605","0000-00-00","0","36","237739812","2022-12-20","0","2022-09-23","550","2022-05-22","","20'","CASABLANCA","119178.58","0","0","0","0","0","0","0","0","3","0","0","0","Sent","1982","Signed OCP","18452","Not Paid\"
"Europe","2022-10-04","Nigeria","LAT KRABANG","Container","ALF AMMAR","Vial/Vitafort","MDCP","0","1 pallet per BB","Neutre","440","22","EXW","Invoiced","CONFIRMED","D/A","90","780","25","37","1634","637","SVN","GAMMA","Inspectorate","MAERSK","MAERSK","2022-05-17","484","2022-11-30","40","38","1236876312","2022-12-20","0","2022-05-22","4434","2022-12-25","","20'","CASABLANCA","137986.14","0","0","0","84.91","0","0","0","0","3","0","0","0","Sent","1982","Signed OCP","19832","Paid\"
"Local Market","2022-04-02","Thailand","THESSALONIKI","Container","CPF (Thailand) Public Company Limited","GREEFOS","DCP","0","1 pallet per BB","Phosfeed","550","25","EXW","Invoiced","CONFIRMED","CAD","0","610","30","37","1772","638","ONCF","MAERSK","Inspectorate","CMA CGM","CMA CGM","2022-04-15","1320","0000-00-00","40","40","1236876312","2022-06-18","30","2022-06-23","4434","0000-00-00","","20'","TANGER","137986.14","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1398","Signed OCP","18732","Paid\"
"Local Market","2022-03-01","Argentina","THESSALONIKI","Truck","GREEFOS","ESIFAR","DCP","0","1 pallet per 2 BB","Neutre","1200","25","CFR","Deal concluded","CONFIRMED","D/A","90","730","20","37","1634","639","IPSEN","HAPAG LLOYD","Inspectorate","SEALAND","SEALAND","2022-05-17","484","2022-08-29","33","40","237739812","2022-06-18","60","2022-05-22","100","2022-09-23","","20'","TANGER","137986.14","0","0","0","0","0","0","0","0","3","1","0","0","Sent","1398","Signed Customer","19423","Not Paid\"
"Europe","2022-03-01","Argentina","BUENOS AIRES","Vessel","Vial/Vitafort","GREEFOS","DCP","0","1 pallet per BB","Neutre","4400","22","CIF","Deal concluded","CONFIRMED","Cable bank transfer","15","740","20","0","1743","640","SVN","HAPAG LLOYD","Inspectorate","BDP","MAERSK","2022-08-17","1320","0000-00-00","19","38","0","2022-06-18","25","2022-09-23","550","2022-06-23","","40' Dry","TANGER","137986.14","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1383","Draft","19423","Paid\"
"Europe","2022-07-03","Thailand","LAT KRABANG","Vessel","Vial/Vitafort","Vial/Vitafort","MDCP","0","1 pallet per BB","Phosfeed","440","22","CFR","Delivery in progress","CONFIRMED","Cable bank transfer","45","730","44","40","1843","641","IPSEN","MAERSK","Inspectorate","HAPAG LLOYD","MAERSK","2022-05-17","4840","2022-05-29","33","38","237739812","2022-05-17","0","2022-06-23","100","2022-09-23","","20'","TANGER","0","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1443","Signed OCP","19832","Paid\"
"Europe","2022-10-05","Argentina","LAT KRABANG","Truck","ESIFAR","ESIFAR","DCP","0","1 pallet per BB","Phosfeed","440","22","CFR","Finalized","CONFIRMED","Cable bank transfer","0","780","20","35","1634","642","IPSEN","HAPAG LLOYD","Inspectorate","HAPAG LLOYD","MAERSK","2022-11-19","110","2022-08-29","40","38","237739812","2022-12-20","15","2022-12-25","100","2022-06-23","","20'","JORF LASFAR","0","0","0","0","84.91","0","0","0","0","0","0","0","0","Sent","1398","Signed Customer","18732","Paid\"
"Europe","2022-10-05","Argentina","LAT KRABANG","Container","CPF (Thailand) Public Company Limited","ALF AMMAR","MDCP","0","1 pallet per 2 BB","Phosfeed","1200","22","CFR","Deal concluded","CONFIRMED","D/A","60","780","44","37","1772","643","SVN","SEALAND","Inspectorate","SEALAND","SEALAND","2022-05-17","4840","2022-08-29","19","38","237739812","2022-12-20","60","2022-09-23","4434","2022-05-22","","20'","JORF LASFAR","116","0","0","2","0","0","0","0","0","0","1","0","0","Sent","1383","Draft","18668","Paid\"
"Local Market","2022-10-05","Morocco","","Container","ALF AMMAR","CP Group","MDCP","0","1 pallet per BB","Phosfeed","100","22","CFR","Finalized","CONFIRMED","Cable bank transfer","0","780","30","0","1634","644","SVN","HAPAG LLOYD","Inspectorate","CMA CGM","MAERSK","2022-08-17","110","2022-11-30","33","33","1236876312","2022-06-18","30","2022-06-23","1200","2022-05-22","","20'","CASABLANCA","0","2280.23","0","0","0","0","0","0","0","3","1","0","0","Sent","1982","Signed OCP","19832","Paid\"
"Americas","2022-04-02","Nigeria","BUENOS AIRES","Container","GREEFOS","CP Group","MDCP","0","1 pallet per 2 BB","Phosfeed","100","25","CFR","Delivery in progress","CONFIRMED","CAD","0","740","30","37","1743","645","IPSEN","HAPAG LLOYD","Inspectorate","BDP","MAERSK","2022-11-18","1320","0000-00-00","40","36","237739812","2022-06-18","30","2022-06-23","1200","2022-06-23","","20'","CASABLANCA","119178.58","2280.23","0","2","0","0","0","0","0","3","0","0","0","Sent","1398","Signed OCP","18668","Paid\"
"Europe","2022-04-02","Thailand","LAGOS","Vessel","ESIFAR","ESIFAR","MDCP","0","1 pallet per BB","Neutre","550","20","CIF","Deal concluded","CONFIRMED","Cable bank transfer","90","610","25","35","1843","646","IPSEN","GAMMA","Inspectorate","SEALAND","HAPAG LLOYD","2022-08-17","484","2022-08-29","40","33","0","0000-00-00","0","2022-12-25","550","2022-09-23","","20'","CASABLANCA","137986.14","0","0","2","0","0","0","0","0","0","1","0","0","Sent","1383","Signed OCP","18668","Paid\"
"Africa","2022-07-03","Morocco","LAT KRABANG","Container","ESIFAR","Vial/Vitafort","MCP","0","1 pallet per 2 BB","Phosfeed","100","20","EXW","Deal concluded","CONFIRMED","L/C","90","610","25","0","1772","647","ONCF","GAMMA","Inspectorate","HAPAG LLOYD","CMA CGM","2022-04-15","110","2022-08-29","19","0","0","0000-00-00","25","0000-00-00","440","2022-09-23","","20'","CASABLANCA","116","0","0","2","0","0","0","0","0","0","0","0","0","Sent","1398","Signed OCP","19423","Paid\"
"Asia","2022-07-03","Argentina","BUENOS AIRES","Vessel","Vial/Vitafort","CP Group","MDCP","0","1 pallet per BB","Phosfeed","550","25","CFR","Invoiced","CONFIRMED","Cable bank transfer","15","780","20","37","1435","648","ONCF","SEALAND","Inspectorate","BDP","HAPAG LLOYD","2022-11-19","110","2022-05-29","19","40","0","2022-09-18","15","2022-12-25","550","0000-00-00","","20'","CASABLANCA","0","2280.23","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Signed Customer","19423","Paid\"
"Americas","2022-07-03","Nigeria","BUENOS AIRES","Truck","Vial/Vitafort","GREEFOS","MDCP","0","1 pallet per 2 BB","Phosfeed","100","20","CIF","Deal concluded","CONFIRMED","L/C","90","690","44","0","1435","649","SVN","SEALAND","Inspectorate","BDP","HAPAG LLOYD","2022-05-17","110","0000-00-00","0","36","0","0000-00-00","30","2022-12-25","550","2022-09-23","","40' Dry","CASABLANCA","116","2280.23","0","0","84.91","0","0","0","0","0","0","0","0","Sent","1443","Signed Customer","19832","Paid\"
"Asia","2022-04-02","Greece","LAGOS","Container","ESIFAR","GREEFOS","MCP","0","1 pallet per 2 BB","Phosfeed","1200","20","CFR","Invoiced","CONFIRMED","CAD","0","730","0","0","1843","650","SVN","MAERSK","Inspectorate","HAPAG LLOYD","HAPAG LLOYD","2022-11-19","110","2022-11-30","19","0","0","0000-00-00","15","2022-06-23","1200","2022-12-25","","40' Dry","CASABLANCA","0","2280.23","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Signed Customer","18452","Paid\"
"Local Market","2022-03-01","Argentina","LAGOS","Container","ESIFAR","CP Group","DCP","0","1 pallet per BB","Phosfeed","440","25","EXW","Invoiced","CONFIRMED","Cable bank transfer","15","610","44","37","1743","651","IPSEN","SEALAND","Inspectorate","CMA CGM","MAERSK","2022-11-19","4840","2022-08-29","33","38","237739812","2022-05-17","30","2022-12-25","440","2022-12-25","","","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Draft","18732","Paid\"
"Africa","2022-07-03","Argentina","LAT KRABANG","Vessel","Vial/Vitafort","ALF AMMAR","DCP","0","1 pallet per 2 BB","Neutre","100","22","CFR","Finalized","CONFIRMED","Cable bank transfer","45","780","44","0","1634","652","IPSEN","SEALAND","Inspectorate","SEALAND","CMA CGM","2022-04-15","4840","2022-11-30","40","38","237739812","2022-05-17","60","2022-12-25","4434","2022-05-22","","20'","CASABLANCA","0","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Draft","19423","Paid\"
"Local Market","2022-10-05","Nigeria","THESSALONIKI","Truck","ESIFAR","ESIFAR","DCP","0","1 pallet per BB","Phosfeed","440","20","EXW","Finalized","CONFIRMED","L/C","15","610","20","35","1743","653","IPSEN","SEALAND","Inspectorate","MAERSK","MAERSK","2022-04-15","1320","0000-00-00","0","38","237739812","2022-12-20","15","2022-12-25","550","2022-06-23","","40' Dry","CASABLANCA","0","0","0","0","0","0","0","0","0","3","0","0","0","Sent","1398","Draft","18732","Not Paid\"
"Local Market","2022-03-01","Morocco","","Container","ALF AMMAR","CP Group","MDCP","0","1 pallet per BB","Neutre","100","22","CFR","Finalized","CONFIRMED","D/A","60","610","44","40","1772","654","IPSEN","GAMMA","Inspectorate","SEALAND","SEALAND","2022-04-15","605","2022-05-29","0","40","237739812","2022-09-18","30","2022-06-23","1200","2022-05-22","","20'","JORF LASFAR","116","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Signed OCP","19423","Paid\"
"Local Market","2022-07-03","Argentina","THESSALONIKI","Vessel","ESIFAR","ESIFAR","MDCP","0","1 pallet per 2 BB","Phosfeed","550","22","EXW","Deal concluded","CONFIRMED","CAD","45","730","44","40","1743","655","SVN","HAPAG LLOYD","Inspectorate","HAPAG LLOYD","SEALAND","2022-08-17","110","0000-00-00","40","38","0","0000-00-00","0","0000-00-00","440","2022-12-25","","","TANGER","0","0","0","2","0","0","0","0","0","0","1","0","0","Sent","1982","Signed OCP","18732","Not Paid\"
"Europe","2022-04-02","Argentina","BUENOS AIRES","Vessel","CPF (Thailand) Public Company Limited","GREEFOS","MDCP","0","1 pallet per BB","Phosfeed","440","25","CFR","Deal concluded","CONFIRMED","Cable bank transfer","15","780","0","37","1772","656","IPSEN","CMA CGM","Inspectorate","BDP","HAPAG LLOYD","2022-11-19","605","0000-00-00","40","38","237739812","0000-00-00","30","2022-05-22","4434","2022-09-23","","20'","","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1398","Signed OCP","19423","Paid\"
"Africa","2022-03-01","Thailand","THESSALONIKI","Container","GREEFOS","ALF AMMAR","MDCP","0","1 pallet per BB","Phosfeed","4400","22","CIF","Deal concluded","CONFIRMED","Cable bank transfer","90","730","0","40","1435","657","SVN","GAMMA","Inspectorate","CMA CGM","HAPAG LLOYD","2022-04-15","4840","2022-11-30","40","40","0","0000-00-00","0","2022-09-23","440","2022-06-23","","40' Dry","TANGER","119178.58","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Signed OCP","18452","Paid\"
"Africa","2022-10-05","Greece","LAT KRABANG","Vessel","CPF (Thailand) Public Company Limited","GREEFOS","MCP","0","1 pallet per BB","Phosfeed","100","22","EXW","Invoiced","CONFIRMED","CAD","15","780","0","40","1634","658","ONCF","MAERSK","Inspectorate","CMA CGM","CMA CGM","2022-05-17","110","2022-05-29","33","40","0","2022-05-17","30","2022-12-25","550","2022-05-22","","20'","CASABLANCA","119178.58","0","0","2","0","0","0","0","0","0","0","0","0","Sent","1398","Signed OCP","18732","Not Paid\"
"Local Market","2022-10-04","Morocco","LAGOS","Vessel","ALF AMMAR","CP Group","MDCP","0","1 pallet per BB","Phosfeed","550","25","CFR","Deal concluded","CONFIRMED","D/A","15","730","44","35","1743","659","ONCF","CMA CGM","Inspectorate","SEALAND","MAERSK","2022-04-15","484","2022-11-30","19","36","1236876312","2022-06-18","0","2022-09-23","1200","2022-06-23","","20'","TANGER","116","0","0","2","0","0","0","0","0","0","0","0","0","Sent","1383","Signed OCP","18668","Paid\"
"Local Market","2022-04-02","Morocco","THESSALONIKI","Container","Vial/Vitafort","GREEFOS","MCP","0","1 pallet per BB","Neutre","1200","25","CFR","Deal concluded","CONFIRMED","L/C","45","610","20","40","1772","660","SVN","HAPAG LLOYD","Inspectorate","MAERSK","MAERSK","2022-04-15","484","2022-05-29","27","40","1236876312","2022-09-18","0","2022-06-23","550","2022-06-23","","20'","CASABLANCA","0","0","0","0","84.91","0","0","0","0","0","0","0","0","Sent","1443","Draft","19832","Not Paid\"
"Asia","2022-10-05","Nigeria","BUENOS AIRES","Truck","GREEFOS","CP Group","MDCP","0","1 pallet per BB","Neutre","1200","25","EXW","Delivery in progress","CONFIRMED","L/C","60","780","30","0","1743","661","SVN","MAERSK","Inspectorate","SEALAND","CMA CGM","2022-04-15","1320","0000-00-00","27","36","0","2022-09-18","15","2022-05-22","440","2022-05-22","","20'","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1383","Draft","19832","Paid\"
"Asia","2022-10-05","Argentina","THESSALONIKI","Container","ESIFAR","GREEFOS","MDCP","0","1 pallet per BB","Phosfeed","440","20","CFR","Deal concluded","CONFIRMED","Cable bank transfer","60","780","30","40","1634","662","SVN","GAMMA","Inspectorate","MAERSK","MAERSK","2022-11-19","1320","2022-04-27","19","38","1236876312","2022-06-18","25","0000-00-00","100","2022-12-25","","20'","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1383","Signed OCP","19832","Not Paid\"
