did,Region,Status,Status II,Volume per container,Estimated Freight,Country,Discharging Port,Type TC,Delivery Mode,Avis de Chargement status,Fret réel,Transit time,Supplier,Shipped Via,Shipping Line ,PORT LOADING,Transporter,1/2 jours,1 JOURS,2 JOURS,3 JOURS
906,Europe,Finalized,CONFIRMED,25,20,Greece,LAT KRABANG,20',Truck,Sent,19,25.0,SVN,HAPAG LLOYD,SEALAND,,MAERSK,,,,
907,Africa,Deal concluded,CONFIRMED,20,25,Morocco,LAGOS,20',Container,Sent,40,,SVN,MAERSK,CMA CGM,,HAPAG LLOYD,,1.0,,
908,Asia,Deal concluded,CONFIRMED,22,0,Thailand,,20',Container,Sent,40,30.0,SVN,HAPAG LLOYD,CMA CGM,JORF LASFAR,CMA CGM,,,,
909,Americas,Finalized,CONFIRMED,25,20,Greece,LAGOS,40' Dry,Container,Sent,27,30.0,SVN,HAPAG LLOYD,CMA CGM,CASABLANCA,CMA CGM,,,,
910,Asia,Finalized,CONFIRMED,20,44,Argentina,BUENOS AIRES,20',Container,Sent,40,15.0,IPSEN,CMA CGM,HAPAG LLOYD,JORF LASFAR,MAERSK,,,,0.0
911,Local Market,Finalized,CONFIRMED,22,44,Nigeria,,40' Dry,Container,Sent,33,60.0,SVN,MAERSK,BDP,JORF LASFAR,HAPAG LLOYD,3.0,,,
912,Asia,Finalized,CONFIRMED,25,44,Greece,,,Truck,Sent,19,15.0,ONCF,MAERSK,HAPAG LLOYD,CASABLANCA,SEALAND,,,,
913,Americas,Deal concluded,CONFIRMED,22,44,Nigeria,THESSALONIKI,20',Container,Sent,40,25.0,SVN,CMA CGM,CMA CGM,CASABLANCA,CMA CGM,,,,
914,Europe,Delivery in progress,CONFIRMED,22,25,Thailand,LAT KRABANG,20',Container,Sent,40,,IPSEN,MAERSK,MAERSK,,HAPAG LLOYD,,1.0,,
915,Local Market,Invoiced,CONFIRMED,22,20,Thailand,LAGOS,20',Container,Sent,40,,IPSEN,CMA CGM,CMA CGM,,GAMMA,3.0,,,0.0
916,Asia,Invoiced,CONFIRMED,20,20,Thailand,BUENOS AIRES,,Container,Sent,19,15.0,SVN,CMA CGM,BDP,CASABLANCA,MAERSK,3.0,,,0.0
917,Local Market,Invoiced,CONFIRMED,20,25,Argentina,LAT KRABANG,20',Container,Sent,33,30.0,SVN,HAPAG LLOYD,SEALAND,CASABLANCA,CMA CGM,,,,
918,Local Market,Delivery in progress,CONFIRMED,22,20,Argentina,BUENOS AIRES,,Truck,Sent,19,25.0,SVN,MAERSK,CMA CGM,TANGER,SEALAND,,,0.0,
919,Africa,Finalized,CONFIRMED,20,44,Greece,LAT KRABANG,40' Dry,Container,Sent,0,,ONCF,MAERSK,CMA CGM,,HAPAG LLOYD,,1.0,,
920,Europe,Deal concluded,CONFIRMED,20,25,Nigeria,BUENOS AIRES,40' Dry,Container,Sent,33,,IPSEN,HAPAG LLOYD,SEALAND,CASABLANCA,SEALAND,,,,
921,Africa,Invoiced,CONFIRMED,22,44,Argentina,THESSALONIKI,40' Dry,Truck,Sent,27,25.0,SVN,MAERSK,HAPAG LLOYD,TANGER,SEALAND,,1.0,0.0,
922,Local Market,Deal concluded,CONFIRMED,25,20,Nigeria,LAT KRABANG,,Truck,Sent,33,15.0,ONCF,MAERSK,HAPAG LLOYD,CASABLANCA,HAPAG LLOYD,,,,0.0
923,Europe,Invoiced,CONFIRMED,22,30,Argentina,,20',Container,Sent,40,25.0,SVN,MAERSK,HAPAG LLOYD,,SEALAND,,,0.0,
924,Asia,Deal concluded,CONFIRMED,22,25,Argentina,THESSALONIKI,20',Container,Sent,0,25.0,IPSEN,MAERSK,SEALAND,CASABLANCA,MAERSK,,,,
925,Local Market,Deal concluded,CONFIRMED,20,20,Greece,,40' Dry,Container,Sent,19,15.0,SVN,SEALAND,SEALAND,CASABLANCA,MAERSK,,,,0.0
926,Europe,Deal concluded,CONFIRMED,22,20,Argentina,THESSALONIKI,,Container,Sent,33,25.0,ONCF,MAERSK,MAERSK,JORF LASFAR,CMA CGM,,,,0.0
927,Local Market,Finalized,CONFIRMED,20,0,Thailand,LAGOS,40' Dry,Truck,Sent,0,60.0,IPSEN,MAERSK,MAERSK,CASABLANCA,CMA CGM,,1.0,,0.0
928,Africa,Finalized,CONFIRMED,22,44,Nigeria,THESSALONIKI,20',Truck,Sent,27,25.0,ONCF,CMA CGM,CMA CGM,,HAPAG LLOYD,,,,
929,Americas,Deal concluded,CONFIRMED,25,44,Argentina,LAGOS,,Container,Sent,33,25.0,IPSEN,HAPAG LLOYD,HAPAG LLOYD,CASABLANCA,GAMMA,,,,
930,Europe,Deal concluded,CONFIRMED,22,30,Nigeria,BUENOS AIRES,20',Truck,Sent,27,,IPSEN,MAERSK,CMA CGM,,HAPAG LLOYD,,,,0.0
931,Americas,Deal concluded,CONFIRMED,22,30,Morocco,THESSALONIKI,20',Truck,Sent,27,60.0,SVN,MAERSK,BDP,CASABLANCA,MAERSK,,,,
932,Europe,Finalized,CONFIRMED,22,0,Argentina,,40' Dry,Container,Sent,27,60.0,ONCF,HAPAG LLOYD,MAERSK,CASABLANCA,GAMMA,,1.0,,
933,Local Market,Invoiced,CONFIRMED,22,30,Greece,LAT KRABANG,20',Container,Sent,27,25.0,SVN,MAERSK,HAPAG LLOYD,CASABLANCA,HAPAG LLOYD,3.0,,,
934,Local Market,Delivery in progress,CONFIRMED,25,30,Morocco,,,Container,Sent,0,25.0,SVN,MAERSK,MAERSK,JORF LASFAR,GAMMA,,,,
935,Africa,Finalized,CONFIRMED,22,44,Argentina,LAGOS,40' Dry,Container,Sent,0,60.0,SVN,SEALAND,BDP,,CMA CGM,,,,
936,Asia,Deal concluded,CONFIRMED,20,0,Morocco,BUENOS AIRES,40' Dry,Container,Sent,33,,IPSEN,HAPAG LLOYD,BDP,JORF LASFAR,CMA CGM,3.0,,0.0,
937,Local Market,Finalized,CONFIRMED,22,30,Morocco,,40' Dry,Container,Sent,40,30.0,ONCF,CMA CGM,MAERSK,JORF LASFAR,GAMMA,3.0,,,
938,Africa,Finalized,CONFIRMED,20,44,Argentina,,20',Vessel,Sent,19,,SVN,SEALAND,CMA CGM,,HAPAG LLOYD,,,,
939,Asia,Finalized,CONFIRMED,20,20,Greece,BUENOS AIRES,20',Truck,Sent,0,60.0,ONCF,MAERSK,SEALAND,CASABLANCA,MAERSK,,,,
940,Asia,Delivery in progress,CONFIRMED,22,44,Argentina,LAT KRABANG,40' Dry,Container,Sent,27,60.0,IPSEN,SEALAND,BDP,CASABLANCA,HAPAG LLOYD,,1.0,,0.0
941,Asia,Delivery in progress,CONFIRMED,22,20,Greece,BUENOS AIRES,20',Truck,Sent,0,15.0,SVN,CMA CGM,SEALAND,,MAERSK,3.0,,,
942,Europe,Invoiced,CONFIRMED,20,20,Argentina,,40' Dry,Truck,Sent,19,25.0,SVN,MAERSK,SEALAND,CASABLANCA,CMA CGM,3.0,,,
943,Europe,Deal concluded,CONFIRMED,20,0,Morocco,BUENOS AIRES,20',Container,Sent,19,30.0,IPSEN,MAERSK,CMA CGM,JORF LASFAR,MAERSK,3.0,,0.0,
944,Asia,Deal concluded,CONFIRMED,22,20,Greece,,20',Vessel,Sent,40,60.0,ONCF,MAERSK,SEALAND,,CMA CGM,,,,0.0
945,Europe,Deal concluded,CONFIRMED,22,20,Thailand,BUENOS AIRES,,Truck,Sent,27,15.0,IPSEN,MAERSK,SEALAND,TANGER,SEALAND,3.0,,,
946,Asia,Finalized,CONFIRMED,25,30,Morocco,LAT KRABANG,40' Dry,Container,Sent,27,25.0,IPSEN,MAERSK,MAERSK,JORF LASFAR,MAERSK,,,,0.0
947,Americas,Invoiced,CONFIRMED,25,0,Argentina,LAGOS,20',Container,Sent,33,30.0,SVN,HAPAG LLOYD,BDP,CASABLANCA,GAMMA,,,0.0,
948,Local Market,Invoiced,CONFIRMED,25,30,Thailand,THESSALONIKI,20',Container,Sent,27,,SVN,HAPAG LLOYD,CMA CGM,TANGER,GAMMA,,,,
949,Asia,Delivery in progress,CONFIRMED,22,0,Greece,,20',Container,Sent,33,60.0,IPSEN,MAERSK,MAERSK,TANGER,GAMMA,,,,
950,Americas,Finalized,CONFIRMED,20,30,Thailand,BUENOS AIRES,20',Container,Sent,19,30.0,IPSEN,SEALAND,SEALAND,CASABLANCA,MAERSK,,,0.0,0.0
951,Africa,Invoiced,CONFIRMED,22,20,Argentina,LAGOS,20',Vessel,Sent,19,25.0,ONCF,MAERSK,BDP,,GAMMA,,,,
952,Asia,Deal concluded,CONFIRMED,20,44,Nigeria,BUENOS AIRES,20',Container,Sent,0,25.0,IPSEN,HAPAG LLOYD,CMA CGM,TANGER,HAPAG LLOYD,,1.0,,
953,Africa,Finalized,CONFIRMED,25,0,Morocco,LAGOS,20',Container,Sent,19,15.0,IPSEN,SEALAND,HAPAG LLOYD,,SEALAND,,1.0,,0.0
954,Local Market,Deal concluded,CONFIRMED,20,20,Thailand,LAGOS,40' Dry,Vessel,Sent,0,,IPSEN,MAERSK,CMA CGM,TANGER,HAPAG LLOYD,,,0.0,
955,Europe,Delivery in progress,CONFIRMED,22,25,Greece,BUENOS AIRES,20',Container,Sent,0,25.0,IPSEN,MAERSK,SEALAND,JORF LASFAR,MAERSK,,,0.0,0.0
956,Americas,Deal concluded,CONFIRMED,20,30,Morocco,,20',Container,Sent,27,,SVN,MAERSK,BDP,CASABLANCA,GAMMA,,1.0,,0.0
957,Local Market,Deal concluded,CONFIRMED,25,30,Morocco,,20',Container,Sent,19,60.0,SVN,CMA CGM,SEALAND,CASABLANCA,MAERSK,,,,
958,Local Market,Deal concluded,CONFIRMED,20,20,Thailand,,20',Truck,Sent,19,60.0,IPSEN,MAERSK,MAERSK,CASABLANCA,SEALAND,,,,
959,Americas,Finalized,CONFIRMED,20,0,Thailand,LAGOS,,Container,Sent,27,,IPSEN,HAPAG LLOYD,SEALAND,CASABLANCA,CMA CGM,3.0,,,
960,Americas,Delivery in progress,CONFIRMED,20,25,Greece,LAGOS,20',Vessel,Sent,19,15.0,IPSEN,MAERSK,CMA CGM,,MAERSK,,1.0,0.0,
961,Americas,Finalized,CONFIRMED,22,20,Thailand,,20',Container,Sent,0,30.0,SVN,MAERSK,CMA CGM,JORF LASFAR,SEALAND,,,,0.0
962,Americas,Deal concluded,CONFIRMED,20,44,Greece,LAGOS,20',Vessel,Sent,27,25.0,SVN,MAERSK,BDP,,HAPAG LLOYD,,,,0.0
963,Asia,Delivery in progress,CONFIRMED,20,20,Thailand,LAT KRABANG,20',Container,Sent,0,30.0,ONCF,HAPAG LLOYD,MAERSK,,SEALAND,,,,
964,Americas,Deal concluded,CONFIRMED,22,20,Nigeria,LAGOS,,Vessel,Sent,19,60.0,SVN,MAERSK,MAERSK,,MAERSK,,1.0,,
965,Americas,Delivery in progress,CONFIRMED,20,20,Greece,,20',Container,Sent,19,25.0,ONCF,MAERSK,CMA CGM,,MAERSK,,,0.0,
966,Local Market,Deal concluded,CONFIRMED,22,20,Morocco,THESSALONIKI,20',Truck,Sent,19,15.0,SVN,HAPAG LLOYD,MAERSK,JORF LASFAR,CMA CGM,,,,
967,Local Market,Finalized,CONFIRMED,20,44,Morocco,LAT KRABANG,20',Container,Sent,33,30.0,SVN,MAERSK,MAERSK,,CMA CGM,,,,0.0
968,Americas,Deal concluded,CONFIRMED,22,0,Morocco,LAGOS,,Vessel,Sent,0,,ONCF,CMA CGM,HAPAG LLOYD,TANGER,SEALAND,,,,0.0
969,Local Market,Deal concluded,CONFIRMED,25,44,Greece,LAT KRABANG,20',Truck,Sent,0,30.0,IPSEN,SEALAND,CMA CGM,,GAMMA,,,,
970,Europe,Deal concluded,CONFIRMED,22,44,Nigeria,BUENOS AIRES,,Container,Sent,27,,ONCF,SEALAND,SEALAND,CASABLANCA,GAMMA,,,0.0,
971,Asia,Finalized,CONFIRMED,20,44,Thailand,BUENOS AIRES,20',Truck,Sent,0,15.0,IPSEN,HAPAG LLOYD,HAPAG LLOYD,CASABLANCA,SEALAND,,,,
972,Europe,Invoiced,CONFIRMED,20,30,Greece,BUENOS AIRES,20',Container,Sent,33,25.0,SVN,CMA CGM,SEALAND,JORF LASFAR,HAPAG LLOYD,3.0,,,
973,Asia,Finalized,CONFIRMED,25,44,Argentina,,20',Container,Sent,33,15.0,IPSEN,MAERSK,HAPAG LLOYD,JORF LASFAR,CMA CGM,3.0,,,
974,Europe,Delivery in progress,CONFIRMED,22,25,Thailand,BUENOS AIRES,20',Container,Sent,40,,IPSEN,CMA CGM,HAPAG LLOYD,CASABLANCA,HAPAG LLOYD,,,,
975,Asia,Deal concluded,CONFIRMED,22,30,Greece,BUENOS AIRES,40' Dry,Truck,Sent,0,,ONCF,SEALAND,CMA CGM,CASABLANCA,MAERSK,,,,
976,Africa,Deal concluded,CONFIRMED,25,0,Thailand,LAT KRABANG,20',Container,Sent,27,25.0,SVN,HAPAG LLOYD,HAPAG LLOYD,CASABLANCA,SEALAND,,,,0.0
977,Europe,Deal concluded,CONFIRMED,20,0,Thailand,BUENOS AIRES,20',Vessel,Sent,40,60.0,SVN,HAPAG LLOYD,SEALAND,JORF LASFAR,MAERSK,,,,
978,Africa,Delivery in progress,CONFIRMED,22,0,Greece,THESSALONIKI,,Container,Sent,0,25.0,SVN,SEALAND,CMA CGM,TANGER,HAPAG LLOYD,3.0,,,0.0
979,Asia,Deal concluded,CONFIRMED,25,44,Greece,THESSALONIKI,,Truck,Sent,27,30.0,SVN,SEALAND,HAPAG LLOYD,TANGER,HAPAG LLOYD,,,,
980,Local Market,Invoiced,CONFIRMED,25,25,Nigeria,,20',Container,Sent,0,15.0,SVN,MAERSK,MAERSK,CASABLANCA,MAERSK,,,,
981,Africa,Finalized,CONFIRMED,20,20,Argentina,,20',Container,Sent,0,15.0,IPSEN,MAERSK,BDP,TANGER,CMA CGM,,,,0.0
982,Africa,Deal concluded,CONFIRMED,25,0,Morocco,BUENOS AIRES,20',Truck,Sent,33,30.0,IPSEN,CMA CGM,BDP,,GAMMA,,,,0.0
983,Asia,Deal concluded,CONFIRMED,22,20,Morocco,LAT KRABANG,40' Dry,Container,Sent,33,30.0,SVN,MAERSK,BDP,TANGER,MAERSK,,,,
984,Local Market,Deal concluded,CONFIRMED,25,25,Argentina,,20',Vessel,Sent,0,,IPSEN,MAERSK,MAERSK,JORF LASFAR,GAMMA,3.0,,,
985,Europe,Deal concluded,CONFIRMED,20,44,Greece,BUENOS AIRES,20',Container,Sent,33,30.0,SVN,HAPAG LLOYD,CMA CGM,TANGER,CMA CGM,,,,
986,Local Market,Deal concluded,CONFIRMED,22,44,Morocco,THESSALONIKI,20',Vessel,Sent,0,,ONCF,MAERSK,HAPAG LLOYD,TANGER,GAMMA,,1.0,,
987,Asia,Deal concluded,CONFIRMED,20,30,Nigeria,,,Container,Sent,0,60.0,IPSEN,HAPAG LLOYD,HAPAG LLOYD,JORF LASFAR,CMA CGM,,,,
988,Africa,Invoiced,CONFIRMED,20,0,Thailand,THESSALONIKI,40' Dry,Container,Sent,33,15.0,IPSEN,SEALAND,SEALAND,,CMA CGM,3.0,,0.0,
989,Asia,Deal concluded,CONFIRMED,22,20,Greece,THESSALONIKI,20',Container,Sent,27,25.0,ONCF,CMA CGM,MAERSK,CASABLANCA,MAERSK,3.0,1.0,,0.0
990,Local Market,Invoiced,CONFIRMED,20,25,Nigeria,BUENOS AIRES,40' Dry,Container,Sent,33,,SVN,HAPAG LLOYD,MAERSK,JORF LASFAR,GAMMA,,,,
991,Americas,Finalized,CONFIRMED,25,0,Thailand,,40' Dry,Container,Sent,0,25.0,IPSEN,SEALAND,SEALAND,CASABLANCA,MAERSK,,1.0,,
992,Local Market,Finalized,CONFIRMED,22,25,Argentina,THESSALONIKI,20',Truck,Sent,40,15.0,IPSEN,MAERSK,CMA CGM,CASABLANCA,SEALAND,,1.0,,
993,Africa,Deal concluded,CONFIRMED,25,20,Morocco,LAT KRABANG,20',Container,Sent,40,,SVN,HAPAG LLOYD,MAERSK,CASABLANCA,SEALAND,,,,
994,Africa,Finalized,CONFIRMED,22,30,Greece,LAT KRABANG,40' Dry,Truck,Sent,40,60.0,ONCF,SEALAND,CMA CGM,TANGER,GAMMA,,,,
995,Local Market,Invoiced,CONFIRMED,22,20,Greece,THESSALONIKI,,Truck,Sent,0,,SVN,MAERSK,SEALAND,CASABLANCA,MAERSK,,,,
996,Africa,Finalized,CONFIRMED,25,20,Nigeria,,20',Container,Sent,33,,IPSEN,MAERSK,CMA CGM,JORF LASFAR,CMA CGM,3.0,1.0,0.0,0.0
997,Africa,Finalized,CONFIRMED,20,30,Nigeria,BUENOS AIRES,20',Truck,Sent,33,25.0,IPSEN,HAPAG LLOYD,HAPAG LLOYD,CASABLANCA,CMA CGM,,,,
998,Local Market,Finalized,CONFIRMED,20,0,Morocco,LAT KRABANG,20',Container,Sent,27,25.0,SVN,MAERSK,SEALAND,TANGER,HAPAG LLOYD,,,,
999,Asia,Deal concluded,CONFIRMED,22,20,Greece,BUENOS AIRES,20',Vessel,Sent,40,60.0,IPSEN,HAPAG LLOYD,CMA CGM,TANGER,HAPAG LLOYD,,1.0,,
